rhoe,alpha,beta,A,B,lamda,kappa,Fn3,F2,Fe,etha,rhom,lattice_constant,fe,cohesive,poisson ratio,C12,C11,bulk_modulus,C44,surface100,surface110,surface111,VFE,density298.15,,
11.90451814,8.947111264,4.0960272,0.2112001657,0.5472961801,1.00833885,0.5404252838,-1.98022848,1.68051149,-1.36252513,1.33899369,0.7179636344,3.890130267,1.250840349,-3.722866851,0.4657205595,156.8694265,179.9622278,164.5670269,40.74754336,1398.185838,1536.500437,1480.795082,0.8859158479,21.345753,[],[]
11.90450888,8.94687456,4.234313595,0.2112055876,0.5448157873,0.9798495263,0.54042528,-1.980228494,1.62562848,-1.408525471,1.345089751,0.7179452031,3.891838684,1.215499456,-3.746891718,0.4669221984,165.6985926,189.1755025,173.5242293,41.64091609,1408.758293,1505.819583,1278.765398,1.047231876,21.689748,[],[]
11.95871605,8.950803794,4.096030413,0.2112,0.5632089273,0.9754080069,0.5406626207,-1.989245463,1.625671489,-1.362526189,1.338992649,0.7421832428,3.89013024,1.209989769,-3.886747215,0.4646925209,165.1366892,190.230961,173.5014465,44.76701996,1547.661317,1655.121976,1412.583059,1.290451035,22.07997,[],[]
11.90482375,8.946881578,4.0960272,0.2121617005,0.5450546287,0.975433806,0.5586706334,-1.98022848,1.625628491,-1.36252512,1.339028065,0.7182599426,4.021465327,1.20998976,-3.744133301,0.4646123248,142.2559887,163.9261358,149.479371,38.39562206,1370.518177,1466.829371,1250.972744,1.103499079,19.663318,[],[]
11.9045088,9.248930911,4.097826069,0.2112000015,0.54481536,0.975408,0.5404257039,-1.98028087,1.633030789,-1.363123506,1.33899264,0.71794464,3.890133291,1.210021772,-3.751878418,0.4613410273,158.3484391,184.8866727,167.194517,45.74913857,1488.874266,1596.954439,1587.656533,1.104626327,21.59037,[],[]
11.9045088,8.946892996,4.127662692,0.2112000587,0.5448153609,0.9754080261,0.540431703,-1.99552269,1.629903129,-1.362525499,1.338993012,0.7234896548,3.920175495,1.20998976,-3.740827935,0.4651228261,155.4848581,178.8028813,163.2575325,41.4640777,1435.601618,1535.741646,1308.733813,1.119788078,21.28403,[],[]
11.9051802,9.424903423,4.09602731,0.2156359326,0.5462479718,0.9829415221,0.54042528,-1.980228533,1.625628483,-1.391142874,1.36711613,0.7179446592,3.890130344,1.210266818,-3.755841298,0.4606902114,162.1700648,189.8453694,171.3951664,46.71988652,1488.622035,1651.380534,1369.671728,0.9481231281,21.232534,[],[]
11.99645277,8.94687456,4.0960272,0.2112,0.5448218352,0.975408,0.5404252809,-1.980340162,1.625647801,-1.362837105,1.33899264,0.71794464,3.890349638,1.235403742,-3.729918581,0.465295754,156.0101378,179.2822789,163.7675182,41.22013925,1434.458838,1533.718818,1311.196009,1.016972173,21.565032,[],[]
11.90450912,8.954195724,4.096258211,0.2112483596,0.54481536,0.9754630118,0.5418463479,-1.98022848,1.62562848,-1.36252512,1.339299237,0.7179851312,3.89013024,1.209990096,-3.748024184,0.4648373988,157.5657276,181.4038304,165.5117619,42.35134177,1465.431313,1568.241747,1337.447095,1.10777834,21.731976,[],[]
11.90453333,8.94687456,4.09603564,0.2112000003,0.5449401094,0.9762061694,0.5405490242,-1.98023256,1.659772317,-1.362541314,1.33899264,0.7179461194,4.097978749,1.209989762,-3.749459512,0.4649518079,134.9087616,155.2476789,141.6884007,36.17917713,1320.525353,1412.582895,1205.140947,1.11009158,18.598071,[],[]
12.54056319,8.947379153,4.314876722,0.2117553581,0.54481536,0.975408,0.54042528,-2.086031502,1.625628932,-1.36252512,1.339008554,0.7563042099,3.890138256,1.213171472,-3.765655124,0.4636608344,174.256391,201.5708906,183.3612242,48.43686343,1539.008127,1652.443933,1430.933047,1.476870187,22.634497,[],[]
11.91425017,8.9468748,4.09937895,0.2112,0.5448155114,1.027523761,0.5404254302,-1.98022848,1.626000709,-1.362525122,1.338992642,0.718532129,3.893313506,1.210004141,-3.758049213,0.462470691,162.9882415,189.4411009,171.8058613,46.13480291,1468.019447,1595.007976,1473.697247,1.110398002,21.688298,[],[]
11.9045088,9.015975365,4.0960272,0.2112025101,0.5562583725,0.9754100099,0.5517760856,-1.981848887,1.62562848,-1.366107929,1.34251357,0.71794464,3.89013024,1.20998976,-3.831546121,0.4642870143,162.3166578,187.2874724,170.6402626,44.10807936,1510.514808,1616.045829,1377.530419,1.18604956,21.85424,[],[]
11.9045088,8.94687456,4.096075882,0.2128311942,0.5490232182,0.9754082711,0.5404557593,-1.98022848,1.712485329,-1.362527928,1.349334293,0.71794464,3.890130246,1.210058002,-3.764472716,0.4652251733,159.472036,183.3125877,167.4188866,42.36440191,1472.01965,1574.941912,1400.605352,1.097455405,21.706983,[],[]
11.90723464,8.948923176,4.0960272,0.2112000057,0.5448153746,0.9958949516,0.54042528,-1.980681904,1.62563183,-1.435324434,1.338992676,0.7179531729,3.900359479,1.20998976,-3.813616953,0.4659171414,160.0058798,183.4154404,167.8090667,41.5228751,1443.07122,1571.493532,1368.596132,1.016488655,21.411544,[],[]
12.15454478,8.946877047,4.096027207,0.2112119114,0.54481536,0.975408,0.5404252945,-1.98022903,1.62695872,-1.363640065,1.339068158,0.7198325015,3.89013024,1.209989792,-3.77897392,0.4640767307,159.7238747,184.4516983,167.9664826,44.11405095,1515.338711,1623.288002,1382.851132,1.247183467,22.00218,[],[]
11.90451211,9.134789962,4.106797852,0.2112,0.5448460869,0.9756313446,0.5445992316,-2.021820147,1.62562848,-1.36252512,1.33899264,0.7179446412,3.890176475,1.219335064,-3.73726675,0.4629654713,157.6130107,182.8292479,166.0184231,43.87169614,1460.102595,1564.222624,1334.816001,1.056947189,21.563989,[],[]
11.90450882,8.946874574,4.0960272,0.2224843536,0.54481536,0.9754195929,0.5408675061,-1.980252015,1.638183952,-1.362601965,1.340088328,0.7181090318,3.890131321,1.274639155,-3.613686539,0.463853793,148.634076,171.7989532,156.3557017,39.64755593,1346.10639,1505.864152,1258.908087,0.6305058262,20.82589,[],[]
11.93581214,8.970400692,4.09696509,0.2112004352,0.5452611785,0.975408,0.54042528,-1.98022848,1.625628524,-1.36252512,1.33899264,0.71794464,3.97183647,1.209992253,-3.755348052,0.4645010802,148.2758455,170.9394413,155.8303774,40.22564583,1414.691997,1513.805951,1290.942994,1.130852221,20.451105,[],[]
11.90465029,8.94687456,4.18205798,0.2113728235,0.5739246836,0.9779728708,0.5404263936,-1.985435563,1.625720163,-1.362525157,1.410534621,0.7179448395,3.89013024,1.20998976,-3.904307183,0.4688824762,181.5492302,205.6463666,189.581609,42.85660722,1510.534867,1610.10613,1369.384011,1.143645351,21.873481,[],[]
11.9045088,8.946980895,4.096028338,0.2112,0.5448164827,0.9754080016,0.5693000429,-1.980228483,1.62562848,-1.373048525,1.338995399,0.7330239679,3.891020985,1.210979886,-3.755532971,0.4648071351,157.6809969,181.5586253,165.6402064,42.15798491,1459.5057,1561.450576,1331.717426,1.090096064,21.691907,[],[]
11.9045088,8.946874566,4.096359528,0.2112082001,0.5451430956,0.9755673894,0.5404252804,-1.980858817,1.625691597,-1.36252512,1.33899264,0.71794464,3.890130434,1.20998976,-3.750644383,0.4648732384,157.4041651,181.1917189,165.3333497,42.30423575,1466.2743,1569.022053,1338.125389,1.111899825,21.744695,[],[]
11.90472111,8.96460484,4.0960272,0.2112,0.54481536,0.975408,0.5414962564,-1.98022848,1.62562848,-1.362549419,1.339798116,0.7180619578,3.928975758,1.210374918,-3.747870273,0.4647358521,152.9237729,176.131479,160.6596749,41.17494139,1436.585296,1536.957736,1370.761745,1.104252977,21.084121,[],[]
11.94581289,8.94687456,4.096027405,0.2124556113,0.5448160584,0.9914675514,0.5404295089,-2.033066019,1.635293051,-1.367252561,1.338994357,0.7297652001,3.89013024,1.242275368,-3.714996259,0.4657268852,155.5128474,178.4014108,163.1423685,40.58743204,1410.835651,1555.521216,1292.497149,0.927817794,21.404052,[],[]
11.90450884,8.946944571,4.136928735,0.211200003,0.567998174,0.9754081565,0.54042528,-1.980229413,1.625628503,-1.362525125,1.395969039,0.7179447552,3.890445862,1.20999033,-3.879594712,0.4679430872,174.6606693,198.5912796,182.6375394,42.56002154,1508.079074,1608.654296,1370.107756,1.127960766,21.809336,[],[]
11.90451441,8.94687456,4.096027201,0.2113270481,0.5448153676,0.9754080007,0.5404253667,-1.98022848,1.626606383,-1.39888076,1.338992659,0.717950258,3.890142926,1.209989764,-3.778233875,0.4654473421,158.4566258,181.9827999,166.2986838,41.75659219,1456.813479,1558.355488,1329.374567,1.062637186,21.656428,[],[]
12.22215141,8.94833655,4.100556509,0.2112,0.5480543577,0.9773409942,0.5493230823,-1.980263796,1.62562848,-1.362525762,1.346953124,0.71794464,4.150164728,1.214187961,-3.800487277,0.4643802654,134.3727773,154.9865846,141.2440464,36.69632115,1342.566126,1437.269948,1224.735474,1.267133093,18.154863,[],[]
11.90829819,8.946875996,4.369824803,0.2201869168,0.544836513,0.975408,0.5405135898,-1.980228487,1.694801718,-1.36252512,1.33899264,0.7179446405,3.89013024,1.210011339,-3.633908536,0.4654929385,166.7990612,191.5287402,175.0422875,43.77563706,1393.091132,1493.220295,1261.947693,1.125299419,21.862906,[],[]
11.9045088,9.094179885,4.096040558,0.2112002707,0.54481536,0.9754156327,0.54042528,-1.987099115,1.625630564,-1.362958833,1.339044628,0.7193674116,3.894431872,1.20998976,-3.750371387,0.4631588699,157.2734699,182.2935342,165.6134913,43.80566645,1473.617118,1579.06599,1489.895826,1.106406881,21.592379,[],[]
11.9045088,8.94687456,4.110238847,0.2112,0.54481536,0.9754458712,0.5404252876,-1.980228579,1.625894121,-1.36252512,1.339003118,0.7484943974,3.903627503,1.210087931,-3.744881185,0.4649619311,156.3410959,179.9038425,164.1953448,41.89803151,1451.882568,1553.339625,1324.197257,1.113387151,21.531462,[],[]
11.91767258,8.947221932,4.096027214,0.2112345118,0.5449043871,0.975408,0.5436381781,-2.000002368,1.62562848,-1.362635667,1.33899264,0.7179455604,3.890130253,1.20998976,-3.750464295,0.4648420897,157.6041878,181.4446876,165.5510211,42.38995499,1467.921135,1570.415694,1339.631025,1.117071718,21.75316,[],[]
12.70026181,8.946874685,4.0960272,0.2112000339,0.5537854426,0.9812069265,0.5404462626,-1.98022848,1.652393551,-1.376130832,1.34164616,0.71794464,3.890199617,1.20998982,-3.919179673,0.4616002746,171.6954078,200.2614936,181.2174364,50.63830443,1667.83024,1790.813709,1538.966876,1.572395447,22.671686,[],[]
11.90454762,9.000064885,4.096100249,0.2146772908,0.5448154474,0.9754080136,0.54042528,-1.980389144,1.625628741,-1.362525188,1.338992641,0.7183765222,3.89013024,1.222072306,-3.714968771,0.4641063594,155.3557931,179.385996,163.3658607,42.26330639,1443.562028,1509.755107,1321.366361,1.011720274,21.501662,[],[]
11.90450939,8.946886029,4.096029131,0.2112,0.5458950363,0.9754092504,0.5404259728,-2.112596207,1.625641201,-1.453602668,1.361038411,0.71794465,3.993928823,1.290871131,-3.730001659,0.4674412312,144.9639204,165.1583168,151.6953859,34.06863894,1236.587709,1384.027134,1199.781889,0.3791964948,19.057889,[],[]
12.02338318,9.327579188,4.205319638,0.2112016527,0.5448153604,1.016913258,0.5634212887,-1.980234938,1.62562848,-1.362529563,1.338992855,0.7222129136,3.890132074,1.209993706,-3.746279806,0.459087453,169.0430406,199.172295,179.0861254,50.97335836,1496.534214,1607.792133,1527.423538,1.200841273,21.802221,[],[]
11.90547466,8.94687456,4.097331028,0.2112000002,0.54481536,0.975408,0.5407503748,-1.982418179,1.628850035,-1.36252512,1.339211442,0.717972515,3.891368528,1.20998976,-3.748137823,0.4649129892,157.3680434,181.1211944,165.2857604,42.23670438,1463.856355,1566.038369,1336.000494,1.109489282,21.719064,[],[]
11.9045088,8.952256584,4.0960272,0.2116185411,0.5448196233,0.9759947602,0.54042528,-1.98022848,1.625628481,-1.364031774,1.33899264,0.71794464,3.89013024,1.211327744,-3.745845439,0.4648479829,157.2100634,180.9866572,165.1355946,42.23950826,1462.260827,1564.848405,1334.840389,1.096248171,21.708649,[],[]
11.9045088,8.946874561,4.096027203,0.2253175952,0.5812333652,1.04060883,0.5423003489,-1.980231019,1.625628561,-1.362525339,1.338992707,0.7659354155,3.890160681,1.20998976,-3.936139542,0.4599514203,172.4993288,202.5388191,182.5124922,52.7068581,1595.958176,1640.295998,1456.988059,1.291006685,21.942522,[],[]
11.90497101,8.956767844,4.104144415,0.2112006887,0.5448171367,0.9754111809,0.5404252819,-2.064490547,1.641861453,-1.38495834,1.352363365,0.7179469813,3.89013024,1.209999228,-3.760386202,0.465801192,160.0507895,183.5524307,167.8846699,41.62987405,1451.988496,1552.940427,1324.644228,1.040498354,21.622291,[],[]
11.97528264,8.946903737,4.096059252,0.211433541,0.5448153601,0.9764865876,0.54042528,-1.98022848,1.62562848,-1.362747767,1.33899264,0.7179446401,3.897839423,1.212387632,-3.753076513,0.464759747,156.9770408,180.7825044,164.9121953,42.37234544,1468.45908,1571.754293,1339.961821,1.134036299,21.655795,[],[]
11.90450897,9.544925475,4.0960272,0.2112,0.5454178065,0.9754080001,0.540434918,-1.981419694,1.625760374,-1.36252512,1.339101278,0.7187385296,3.890130243,1.209989761,-3.759877238,0.4578042954,159.3737581,188.7526349,169.166717,49.27322542,1514.568842,1628.601929,1388.59329,1.105431113,21.460212,[],[]
11.90452406,8.946875007,4.163466015,0.2133089714,0.54481536,0.975408,0.5548452029,-1.992001194,1.625633781,-1.362535782,1.33899264,0.7179446759,3.890765918,1.209989954,-3.719635796,0.4648489634,159.4567881,183.5724551,167.4953438,42.73171578,1446.736354,1548.720053,1317.741606,1.114825905,21.763562,[],[]
12.41106576,9.036215007,4.096027857,0.2112000105,0.5448595631,0.9754871389,0.5404255348,-1.980228508,1.734293086,-1.36252512,1.340473273,0.725113791,3.89013024,1.22991157,-3.784840094,0.4629455117,160.8011461,186.5424225,169.3815716,45.54205011,1531.553141,1643.47634,1398.301939,1.273185395,22.006216,[],[]
11.91167,8.94687456,4.0960272,0.2112171355,0.5502557009,0.9754080487,0.54042528,-1.980305364,1.62562848,-1.362525121,1.338997007,0.7180028898,3.954179076,1.210187482,-3.787512483,0.4649741465,152.1326043,175.0524779,159.7725622,40.81529938,1438.739589,1538.620269,1312.516549,1.156633457,20.782513,[],[]
11.9045088,8.947600457,4.096696523,0.2112,0.5448153872,0.9851480926,0.5405973056,-1.98022848,1.627426069,-1.365225275,1.428497167,0.71794464,3.890130864,1.20998976,-3.719927311,0.4690033045,168.6585923,190.9520771,176.0897539,39.32991086,1424.980743,1560.323395,1304.66917,0.7990533131,21.263556,[],[]
11.9045088,8.946878778,4.0960272,0.2112000007,0.5448156168,0.9787922925,0.5458217831,-1.980243976,1.625629246,-1.362526867,1.374720374,0.71794464,3.89013024,1.210717634,-3.734569783,0.4666288604,161.7270826,184.8590297,169.4377317,40.9983445,1445.715801,1506.859349,1319.550195,0.9874096967,21.536033,[],[]
11.90645409,9.18559996,4.096186233,0.2119327832,0.5593524214,0.9754080034,0.540425307,-1.98022848,1.669004388,-1.420502866,1.338993271,0.7181731728,3.890281278,1.20998976,-3.897991455,0.4630215978,164.5538425,190.8374466,173.3150438,45.67298495,1523.813374,1632.308398,1490.970502,1.147996147,21.69742,[],[]
12.10050993,8.94687456,4.120378611,0.2112,0.5449887831,0.9754253955,0.54042528,-1.984152756,1.62562848,-1.363344752,1.339418862,0.7371012315,3.890130294,1.209991311,-3.767678279,0.4644680837,160.7487109,185.3433384,168.9469201,43.84435298,1499.244511,1605.691152,1366.966399,1.226276729,21.975378,[],[]
11.90451071,8.949722487,4.096027257,0.2112037666,0.54481536,0.975408,0.5404691269,-1.980228481,1.626145942,-1.36252512,1.33899264,0.7179449784,3.913257567,1.261476869,-3.688316863,0.465706397,150.1414261,172.2536002,157.5121508,38.63113622,1355.620282,1509.474258,1247.758347,0.8057785036,20.829708,[],[]
11.90450881,8.94687456,4.09849118,0.2112000996,0.5448250763,0.975408,0.5765498317,-1.98022848,1.625628486,-1.362578021,1.33901652,0.7179574439,3.89013024,1.217183305,-3.738770455,0.4647266193,157.0702855,180.9139809,165.018184,41.96841555,1449.920549,1551.007781,1323.391641,1.06855026,21.66805,[],[]
11.92810031,8.94703412,4.0960272,0.2168353539,0.54481536,0.9757184873,0.5404270424,-1.980552065,1.631268789,-1.36252512,1.33899264,0.71794464,3.892470362,1.209989777,-3.718441425,0.4640899209,155.1173625,179.122524,163.119083,42.58411402,1462.541677,1566.460842,1336.905063,1.078568871,21.586351,[],[]
11.90460195,8.946874591,4.096032451,0.2112,0.5448153619,0.9754084598,0.5404252801,-1.980228798,1.62562848,-1.362525139,1.343638432,0.7179446425,3.890135227,1.20998976,-3.746647211,0.4650776024,157.7520541,181.443068,165.6490587,42.09990612,1462.611421,1564.910676,1334.850347,1.094434339,21.714193,[],[]
11.9045088,8.977916791,4.270320078,0.2112672282,0.5467056608,1.00143437,0.541022872,-2.012831843,1.625657472,-1.370625508,1.338992645,0.7204356332,4.055661854,1.210036739,-3.732436861,0.4648314698,149.4128717,172.0216297,156.9491244,39.70865848,1319.935968,1412.601175,1197.361082,1.166336143,19.364161,[],[]
11.9045088,8.946876455,4.096031316,0.2120400289,0.54481536,0.9864637242,0.5404253944,-1.981247199,1.62562848,-1.362525212,1.339493743,0.7179676804,3.890393699,1.209989784,-3.74523637,0.464771825,157.7958455,181.7166571,165.7694493,42.56024736,1464.180761,1566.908949,1336.466365,1.099545103,21.709791,[],[]
11.90462378,9.113338547,4.25135071,0.211200001,0.5451979274,0.9754080658,0.5504803385,-1.98022848,1.627713119,-1.377968608,1.33899264,0.71794464,3.89013024,1.218193913,-3.719970118,0.4642910403,164.9661723,190.3415075,173.4246174,44.20786525,1425.758853,1527.059152,1294.850469,1.095228176,21.733535,[],[]
11.93170344,8.94687456,4.098134382,0.211204594,0.5708049891,0.9755025899,0.5405299225,-2.055319787,1.625635112,-1.36265725,1.379200858,0.7179446472,3.924313564,1.210046452,-3.919660328,0.4669155086,167.8045643,191.5850067,175.7313785,42.39415551,1516.417858,1618.359625,1594.617753,1.208546846,21.366226,[],[]
11.90450881,8.948606943,4.0960272,0.2112,0.5448162473,0.975408,0.54042528,-1.98023047,1.74701,-1.36252512,1.338993456,0.7216824767,3.890130383,1.20998976,-3.748454465,0.4649032576,157.5696124,181.3602829,165.4998359,42.29104031,1463.354849,1566.520618,1336.343187,1.109167578,21.73714,[],[]
11.90451132,8.94687456,4.117352355,0.217542063,0.5485093984,0.9754080002,0.5404252806,-1.98022848,1.62562848,-1.364272366,1.344318362,0.71794464,3.893833674,1.20998976,-3.731685518,0.4645156869,157.44018,181.4938634,165.4580744,42.65461268,1461.792693,1565.397069,1334.983297,1.077892861,21.574528,[],[]
12.12600201,8.946960977,4.096027241,0.2112001287,0.5448153706,0.9766588233,0.5416598268,-1.98029203,1.625786125,-1.36252512,1.338992647,0.7183139833,3.89013024,1.210839411,-3.773991169,0.4642151124,159.6673197,184.2838259,167.8728218,43.89869862,1508.124219,1615.340535,1376.093239,1.228547205,21.964679,[],[]
11.90681387,8.94687457,4.0960272,0.2112790392,0.54481536,0.9754119795,0.5404304999,-1.9802285,1.62562859,-1.362530679,1.339021766,0.745169479,4.122716204,1.267710572,-3.680971747,0.4657776495,128.0310657,146.8448667,134.3023327,32.78377728,1212.182879,1351.715007,1117.676628,0.7685510426,17.763805,[],[]
11.9045088,8.967312789,4.09615865,0.2112,0.5448408862,1.04823922,0.54042528,-1.990538148,1.644054103,-1.464261385,1.33899264,0.7179453615,3.890140343,1.209991731,-3.847114308,0.4633222691,167.5433503,194.0696381,176.3854462,46.04908675,1450.946935,1592.266047,1323.985361,0.9707936243,21.494058,[],[]
11.9045088,8.94687456,4.0960272,0.2112008617,0.5449208526,1.004698241,0.5404261601,-1.980228481,1.62562848,-1.362525127,1.33899264,0.7179446403,3.89013024,1.232502618,-3.727527606,0.4651312053,157.6682745,181.3076374,165.5480622,41.77698719,1423.830084,1562.772151,1301.98468,0.9759642692,21.49926,[],[]
11.9128681,8.953157024,4.09659088,0.2269697637,0.54481536,0.9754085945,0.5662054867,-1.983627853,1.62566384,-1.367944441,1.339122488,0.7191771045,3.890186959,1.209990016,-3.663254842,0.4625082389,152.0015276,176.6445694,160.2158749,43.19584525,1451.406457,1604.088115,1333.906384,0.9826601485,21.356539,[],[]
12.47239618,8.946889131,4.155640096,0.2112,0.5448154754,0.9757730354,0.5408047647,-1.98022848,1.625628488,-1.362554757,1.33899273,0.7179491769,3.890130249,1.20998976,-3.800546132,0.4630432072,166.2711683,192.8123162,175.1182176,47.26805226,1568.69682,1682.842072,1484.162258,1.427219317,22.414355,[],[]
11.90452819,9.373672277,4.096027695,0.2114708342,0.5549520995,0.975408,0.54042528,-1.980240994,1.63209427,-1.36252512,1.3541694,0.71794464,3.901888486,1.21022405,-3.816869802,0.4607161561,162.4192334,190.1172063,171.6518911,47.25114371,1518.79481,1629.452969,1388.031277,1.134188835,21.39942,[],[]
11.90450903,8.946874734,4.096053084,0.2112000143,0.5448153606,0.975408,0.5404252905,-2.009048395,1.62562848,-1.36303503,1.338998103,0.7283934864,3.89013024,1.210001447,-3.748834988,0.4648875603,157.3347015,181.1013311,165.2569114,42.26122596,1465.026755,1567.658176,1337.021274,1.108473904,21.736968,[],[]
11.98522553,9.007537494,4.0960272,0.2135938382,0.5460599355,0.9754292169,0.5440895522,-1.98022872,1.626236853,-1.36252512,1.438971795,0.7179447268,3.891181495,1.20998976,-3.719035325,0.4678031796,169.7709795,193.1401483,177.5607024,40.6947946,1445.605334,1591.085461,1324.196586,0.815241108,21.23829,[],[]
11.90506656,8.94687456,4.096027202,0.2112,0.5448206223,0.9754080048,0.5404506005,-1.980500991,1.625629471,-1.36252595,1.33899264,0.71794464,3.890131652,1.209989761,-3.748534673,0.4649034101,157.4481345,181.2203524,165.3722071,42.27323128,1465.369942,1567.97124,1427.922632,1.109550555,21.739228,[],[]
11.9045088,8.947293747,4.103058673,0.2112204811,0.54481536,0.9792875972,0.54042528,-1.98022848,1.674444002,-1.403439988,1.340709709,0.7180434408,3.982269641,1.212753859,-3.777709124,0.4658198862,148.488895,170.2800099,155.7526,38.69314059,1381.311573,1477.746504,1260.563526,1.037671195,20.153806,[],[]
11.9045088,8.94687456,4.097134096,0.2112408946,0.5448175828,0.9754174213,0.5566535526,-1.980229199,1.703176737,-1.36252512,1.342051433,0.7179446417,3.890130242,1.209994697,-3.746413592,0.4649043796,157.8450837,181.6765268,165.7888981,42.24190345,1461.462858,1563.982955,1334.152394,1.099325824,21.722501,[],[]
11.90566324,8.947742181,4.0960272,0.2112,0.5854953292,0.975408,0.5404256094,-2.02713104,1.625631127,-1.36348188,1.338992641,0.7201146881,3.896808258,1.3003366,-3.919420187,0.4672315854,162.1126341,184.8515678,169.6922787,40.04061343,1432.017656,1581.226833,1309.071774,0.9019450402,21.293872,[],[]
12.03943999,8.946875164,4.096028686,0.2151295503,0.5455140089,0.9776362208,0.54042528,-1.98022848,1.626769991,-1.427522411,1.339005573,0.7179551078,3.89013024,1.211541401,-3.799944785,0.4651690372,159.5172847,183.4059796,167.480183,42.42256631,1473.727416,1577.631177,1344.804686,1.073750154,21.643138,[],[]
11.9045096,9.048282563,4.193043359,0.2112000447,0.5448153601,0.9754080011,0.5406275281,-1.98076361,1.62562848,-1.362527339,1.33899264,0.71794464,3.890154823,1.20998976,-3.72648956,0.4642568043,162.1292179,187.0939198,170.4507852,43.91940323,1451.321548,1554.499738,1320.462073,1.139378576,21.809074,[],[]
11.90455737,8.946911062,4.0960272,0.21120204,0.5448681933,0.9754082066,0.5425747727,-1.986213887,1.636650809,-1.371763516,1.339251909,0.7349494663,3.890130711,1.20998976,-3.756386253,0.4650114023,157.5730212,181.2853819,165.4771414,42.1402007,1462.841123,1565.276318,1378.341352,1.097207844,21.718703,[],[]
12.79338802,9.614914796,4.096086921,0.2112,0.54481536,0.9935562711,0.5404252827,-1.980228485,1.625628512,-1.362525146,1.33899264,0.7179449005,3.946746546,1.210107098,-3.851536955,0.4530915453,163.1096804,196.8830894,174.3674834,56.6746124,1647.26991,1777.772441,1507.466889,1.548697394,21.30616,[],[]
